Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Oppo,Oppo F19,2022,120383,36353
Nokia,Nokia 6.2,2024,97749,63519
Apple,iPhone 12,2022,8205,640
Vivo,Vivo V21,2020,60807,8852
Nokia,Nokia 5.4,2018,44387,4305
Realme,Realme 9,2020,81959,13792
Motorola,Moto E40,2019,8224,1554
Vivo,Vivo V20,2022,104640,33840
Oppo,Oppo A53,2023,85916,37796
Vivo,Vivo X60,2024,74870,51840
Vivo,Vivo Y20,2019,64242,5038
OnePlus,OnePlus 9,2024,111694,76355
Oppo,Oppo A53,2019,40436,972
Oppo,Oppo F19,2024,31700,21391
OnePlus,OnePlus 9,2021,66489,12231
OnePlus,OnePlus 9,2021,40769,7937
Realme,Realme 9,2022,10563,3581
Nokia,Nokia G20,2022,86195,28744
Realme,Realme Narzo 50,2018,76173,4126
Apple,iPhone 11,2020,76042,8812
Vivo,Vivo V21,2022,55406,13744
Apple,iPhone 11,2024,50291,35129
Xiaomi,Mi 11X,2020,117327,15417
OnePlus,OnePlus 10R,2024,99698,66852
Realme,Realme 8,2019,37086,2000
Realme,Realme 9,2021,63202,13873
Samsung,Galaxy S20,2022,42599,15084
Motorola,Moto G60,2024,117592,79438
Vivo,Vivo V20,2022,71165,18880
Vivo,Vivo Y20,2023,80587,33624
Samsung,Galaxy A52,2018,17292,565
Apple,iPhone 11,2021,61318,12626
OnePlus,OnePlus 9,2023,84631,39383
Oppo,Oppo F21,2024,66688,43730
Vivo,Vivo V20,2018,97089,7308
Xiaomi,Redmi Note 10,2020,14393,433
Oppo,Oppo F19,2021,123638,22948
Nokia,Nokia 7.2,2019,72088,4210
OnePlus,OnePlus 8,2018,70538,2131
Xiaomi,Mi 11X,2024,74669,51390
OnePlus,OnePlus Nord,2019,80521,4516
OnePlus,OnePlus 9,2023,89915,38125
Samsung,Galaxy A52,2018,85341,7180
Xiaomi,Redmi Note 11,2020,29074,6240
Samsung,Galaxy S21,2024,51065,33718
Motorola,Moto E40,2022,103878,28929
OnePlus,OnePlus 9,2018,73653,6309
Realme,Realme Narzo 50,2020,61790,9003
Realme,Realme 9,2022,59759,17262
Xiaomi,Mi 11X,2023,7689,5987
Realme,Realme 9,2022,36082,8333
Samsung,Galaxy S20,2024,30761,22575
Vivo,Vivo X60,2022,38273,10291
Motorola,Moto Edge 20,2019,106945,12429
Apple,iPhone 11,2022,129924,36793
Apple,iPhone 14,2021,70240,13937
Xiaomi,Redmi Note 11,2019,53498,6253
Xiaomi,Redmi Note 11,2018,94233,5041
Apple,iPhone 13,2024,41637,30572
Vivo,Vivo Y20,2023,112838,48214
Realme,Realme 9,2019,7134,1845
Realme,Realme 9,2022,10764,4155
Xiaomi,Redmi Note 10,2023,30785,11654
Motorola,Moto Edge 20,2019,36008,4241
Xiaomi,Redmi Note 11,2020,41099,3910
Nokia,Nokia 6.2,2020,13863,3252
Nokia,Nokia 5.4,2021,110018,20695
Samsung,Galaxy S22,2018,64929,5645
Apple,iPhone 12,2024,28672,22209
Apple,iPhone 13,2023,27973,10057
Oppo,Oppo Reno 6,2022,96604,29691
Realme,Realme Narzo 50,2020,19849,1394
Realme,Realme GT,2022,22852,9595
Apple,iPhone 12,2023,76872,34740
Realme,Realme Narzo 50,2022,29826,6945
Xiaomi,Redmi Note 10,2020,49754,7652
Oppo,Oppo F19,2022,12246,4410
OnePlus,OnePlus 10R,2024,43815,29776
Apple,iPhone 11,2020,28819,2590
Oppo,Oppo A53,2022,75429,25375
OnePlus,OnePlus 10R,2024,107087,72520
Samsung,Galaxy S20,2022,71578,18619
Vivo,Vivo V21,2023,78970,33393
Nokia,Nokia 5.4,2018,85895,6887
OnePlus,OnePlus Nord,2024,51418,32969
Samsung,Galaxy S20,2022,24716,6062
Samsung,Galaxy S21,2019,104870,10655
Realme,Realme GT,2024,111123,73863
Samsung,Galaxy S20,2020,86566,9561
OnePlus,OnePlus 10R,2018,97300,3120
Motorola,Moto E40,2022,102281,28465
Oppo,Oppo Reno 6,2022,96577,32078
Oppo,Oppo Reno 6,2018,32922,147
Samsung,Galaxy A52,2021,26300,4073
Motorola,Moto E40,2022,116671,36216
Nokia,Nokia 6.2,2019,127974,9320
Nokia,Nokia 6.2,2020,11826,-130
Xiaomi,Redmi Note 10,2023,94973,45653
Samsung,Galaxy A52,2021,113597,22563
Oppo,Oppo F19,2024,65681,45985
Samsung,Galaxy A52,2024,108019,70077
OnePlus,OnePlus Nord,2018,88113,6413
Xiaomi,Mi 10,2022,127019,38292
Xiaomi,Mi 10,2024,76556,51983
Motorola,Moto E40,2018,76929,2452
Xiaomi,Redmi Note 10,2019,61373,8435
Apple,iPhone 13,2021,82618,14187
Oppo,Oppo Reno 6,2023,124724,54285
Samsung,Galaxy S20,2024,93143,64573
Samsung,Galaxy S20,2022,68780,18300
Samsung,Galaxy S22,2022,26089,5152
Nokia,Nokia 5.4,2024,30406,19638
Motorola,Moto G60,2023,118330,54628
Apple,iPhone 12,2019,16737,-933
Oppo,Oppo A53,2020,33398,2156
Xiaomi,Redmi Note 11,2018,45581,4513
Nokia,Nokia 5.4,2019,46798,3312
Xiaomi,Mi 10,2020,40186,6720
Vivo,Vivo V21,2020,114275,15410
Realme,Realme GT,2022,19856,7970
OnePlus,OnePlus Nord,2022,21327,4639
Vivo,Vivo V20,2022,79579,27018
Samsung,Galaxy A52,2024,67810,42947
Nokia,Nokia 7.2,2023,121254,51694
Realme,Realme 9,2023,77998,32550
Nokia,Nokia 7.2,2019,64313,7390
Vivo,Vivo V21,2020,10172,943
Samsung,Galaxy S21,2018,16057,-367
Realme,Realme Narzo 50,2020,55649,7310
OnePlus,OnePlus 8,2024,36810,27392
Realme,Realme 8,2023,90713,39501
Motorola,Moto Edge 20,2024,26605,20547
Xiaomi,Mi 10,2021,33905,6134
Realme,Realme 9,2018,16174,2452
Apple,iPhone 12,2022,100372,30771
OnePlus,OnePlus 10R,2019,29488,1232
Oppo,Oppo F21,2022,26295,7960
Xiaomi,Redmi Note 11,2021,61852,11868
Samsung,Galaxy S20,2021,100443,20918
Motorola,Moto G60,2021,36317,9685
Motorola,Moto Edge 20,2021,71211,12951
Realme,Realme GT,2019,119686,9926
Apple,iPhone 14,2020,46189,9019
Oppo,Oppo F19,2020,124638,14517
Vivo,Vivo V21,2020,118535,13272
Xiaomi,Mi 11X,2020,116075,14497
Realme,Realme 8,2018,87355,6098
OnePlus,OnePlus Nord,2021,91952,16205
Realme,Realme 8,2023,34041,12853
Apple,iPhone 13,2019,16998,-986
Apple,iPhone 12,2020,116901,16984
Xiaomi,Redmi Note 10,2021,36695,7689
Samsung,Galaxy S20,2021,125058,24700
Oppo,Oppo F21,2021,90732,16673
Nokia,Nokia 6.2,2024,123410,82945
Apple,iPhone 13,2019,62631,3122
OnePlus,OnePlus Nord,2020,41789,2763
Apple,iPhone 11,2019,48433,7295
Motorola,Moto Edge 20,2019,92856,11354
Apple,iPhone 14,2020,102451,15701
Motorola,Moto G71,2018,116742,10066
Samsung,Galaxy S22,2021,18120,848
Motorola,Moto G60,2019,87559,6266
Xiaomi,Mi 10,2019,25623,1149
Motorola,Moto Edge 20,2019,29857,1098
Apple,iPhone 13,2020,19251,322
Oppo,Oppo F21,2021,43931,7387
OnePlus,OnePlus Nord,2021,47862,7116
Motorola,Moto G60,2023,120917,53006
Apple,iPhone 11,2023,104402,45039
Xiaomi,Redmi Note 10,2020,95465,13629
Motorola,Moto G60,2022,62662,18835
Xiaomi,Redmi Note 10,2020,114727,17458
Xiaomi,Redmi Note 10,2021,28328,8188
OnePlus,OnePlus Nord,2020,42473,5112
Motorola,Moto Edge 20,2018,89763,7435
Vivo,Vivo Y20,2022,83430,28024
Oppo,Oppo F21,2020,112685,14064
Oppo,Oppo F21,2020,118318,14337
Motorola,Moto Edge 20,2024,67598,45970
Realme,Realme Narzo 50,2022,26848,11001
Realme,Realme 9,2022,82538,22481
Oppo,Oppo Reno 6,2018,58562,1819
Samsung,Galaxy S21,2021,126481,23736
Nokia,Nokia G20,2019,105526,9175
Samsung,Galaxy A52,2018,48516,4090
Apple,iPhone 14,2021,29411,4466
Nokia,Nokia 5.4,2019,21295,792
Vivo,Vivo Y20,2021,15555,905
Vivo,Vivo V21,2023,89321,39565
OnePlus,OnePlus 9,2018,127398,6653
Oppo,Oppo F19,2020,117450,16612
Realme,Realme GT,2024,41267,27402
Samsung,Galaxy S21,2021,90066,19299
Motorola,Moto Edge 20,2019,93587,6074
Xiaomi,Redmi Note 10,2021,18145,6386
OnePlus,OnePlus 9,2021,90069,18472
Realme,Realme GT,2023,34630,14502
Realme,Realme Narzo 50,2023,61885,26566
OnePlus,OnePlus 10R,2021,116079,26267
Xiaomi,Mi 10,2020,92156,13481
Motorola,Moto Edge 20,2023,120906,55570
Apple,iPhone 13,2021,15361,2948
Nokia,Nokia G20,2018,104071,6634
Xiaomi,Redmi Note 10,2024,31462,22866
Apple,iPhone 12,2018,19588,2132
Xiaomi,Mi 10,2019,108566,7534
Oppo,Oppo A53,2022,117236,32832
Realme,Realme 8,2021,28228,5758
Samsung,Galaxy S20,2023,71020,31335
OnePlus,OnePlus 9,2018,16735,1382
Oppo,Oppo Reno 6,2018,123917,6091
Apple,iPhone 12,2024,7334,2219
Xiaomi,Redmi Note 11,2021,95182,20924
Apple,iPhone 14,2021,80436,18555
Motorola,Moto Edge 20,2018,78469,4764
OnePlus,OnePlus 10R,2018,25575,-499
Oppo,Oppo F19,2018,95103,3157
Nokia,Nokia 7.2,2023,112976,52713
Oppo,Oppo Reno 6,2022,25982,7746
Xiaomi,Mi 11X,2020,128841,15766
Nokia,Nokia 5.4,2022,79694,24672
Realme,Realme 9,2021,81669,16014
Realme,Realme GT,2022,107992,30137
Samsung,Galaxy S22,2024,115185,80146
Nokia,Nokia 7.2,2023,36224,18215
Xiaomi,Mi 11X,2019,96058,8537
Realme,Realme GT,2018,116367,5832
Realme,Realme Narzo 50,2022,128742,40528
OnePlus,OnePlus 9,2024,125819,83862
Nokia,Nokia 5.4,2019,26930,2384
Xiaomi,Mi 10,2024,31260,18202
Nokia,Nokia G20,2018,72424,4887
Oppo,Oppo F19,2019,54285,7946
Vivo,Vivo V21,2021,95461,21207
Oppo,Oppo Reno 6,2024,61148,38568
OnePlus,OnePlus 10R,2019,20812,654
Vivo,Vivo V21,2024,51938,34295
Samsung,Galaxy A52,2022,129799,36595
Realme,Realme 8,2019,12776,450
Vivo,Vivo X60,2018,31223,1535
Motorola,Moto G60,2018,87591,7077
Oppo,Oppo A53,2023,68633,29639
Oppo,Oppo F21,2020,67112,6522
Oppo,Oppo A53,2020,94460,11627
Xiaomi,Mi 11X,2020,35401,6703
Nokia,Nokia 7.2,2024,124143,82118
Realme,Realme 8,2021,32962,9080
Vivo,Vivo Y20,2022,66285,17664
Samsung,Galaxy S20,2021,83906,14577
Realme,Realme Narzo 50,2023,47031,18550
Vivo,Vivo V21,2019,60895,6102
Oppo,Oppo Reno 6,2018,79562,2152
OnePlus,OnePlus 8,2023,23508,9478
Vivo,Vivo Y20,2022,90457,29113
Xiaomi,Redmi Note 11,2019,65296,5962
Xiaomi,Mi 11X,2021,11658,1697
Realme,Realme GT,2023,111124,49974
Vivo,Vivo V20,2023,47036,22804
Oppo,Oppo F21,2018,75544,7500
Samsung,Galaxy A52,2020,129319,17667
Motorola,Moto E40,2021,92674,19360
Samsung,Galaxy S20,2021,108177,23898
Vivo,Vivo X60,2018,124620,8567
Samsung,Galaxy S21,2020,64875,10888
Realme,Realme 8,2020,123402,16115
Samsung,Galaxy S21,2019,53032,4685
Samsung,Galaxy S20,2023,108602,47751
Realme,Realme GT,2019,106375,8000
Xiaomi,Redmi Note 11,2019,76589,9153
Vivo,Vivo V21,2019,61562,7430
Samsung,Galaxy S21,2024,111009,72871
Apple,iPhone 13,2020,13889,4778
Samsung,Galaxy A52,2021,85896,16241
Xiaomi,Redmi Note 11,2020,78442,10067
Nokia,Nokia 5.4,2019,71211,6204
Samsung,Galaxy S21,2024,129232,87453
Realme,Realme Narzo 50,2023,117046,54438
Xiaomi,Redmi Note 11,2019,79163,8851
Oppo,Oppo Reno 6,2021,119442,23584
Apple,iPhone 13,2022,117116,34115
Xiaomi,Mi 11X,2023,78342,33878
Samsung,Galaxy S22,2019,66336,6121
OnePlus,OnePlus 10R,2020,119344,16179
Xiaomi,Mi 11X,2024,38170,22804
Motorola,Moto G71,2021,74193,14185
Realme,Realme 9,2018,87240,6930
Nokia,Nokia 7.2,2022,9598,3460
Vivo,Vivo V21,2019,70180,6560
Xiaomi,Redmi Note 11,2024,81336,57430
Vivo,Vivo V20,2024,129858,87730
OnePlus,OnePlus Nord,2024,42275,27038
Samsung,Galaxy S21,2020,85226,10402
Oppo,Oppo A53,2019,49036,2099
Realme,Realme 9,2023,87721,37293
Realme,Realme 9,2021,66799,13473
Xiaomi,Redmi Note 11,2023,91541,42312
Vivo,Vivo X60,2023,95814,41659
Samsung,Galaxy A52,2019,116548,13433
OnePlus,OnePlus 8,2019,110848,10570
Realme,Realme Narzo 50,2022,23160,8199
Xiaomi,Mi 10,2024,56155,37606
Nokia,Nokia 6.2,2021,83531,14430
OnePlus,OnePlus Nord,2018,126709,6081
Realme,Realme Narzo 50,2020,57219,6409
Nokia,Nokia 6.2,2022,128036,37547
Motorola,Moto E40,2021,75280,14308
Motorola,Moto Edge 20,2023,76862,32467
Samsung,Galaxy S20,2021,70963,16627
Xiaomi,Mi 11X,2020,104375,12628
Samsung,Galaxy S21,2024,127272,85513
Xiaomi,Redmi Note 11,2020,36461,7391
OnePlus,OnePlus 10R,2018,92416,6953
Motorola,Moto G71,2024,123987,84377
Motorola,Moto Edge 20,2022,25247,9639
Xiaomi,Mi 11X,2018,77981,5563
Apple,iPhone 13,2021,109761,22781
Realme,Realme 9,2022,67041,18331
Realme,Realme GT,2019,57498,6624
Vivo,Vivo V20,2022,78690,23367
Realme,Realme Narzo 50,2022,32670,11991
Nokia,Nokia 7.2,2024,123555,83072
Vivo,Vivo V21,2024,124407,83172
Samsung,Galaxy S21,2023,125070,58639
Xiaomi,Mi 10,2022,78720,21265
Samsung,Galaxy S22,2022,118852,37100
Samsung,Galaxy S20,2020,38130,2615
Xiaomi,Mi 11X,2024,17751,9093
Vivo,Vivo V21,2024,13502,8780
Nokia,Nokia 6.2,2024,54979,37331
Xiaomi,Redmi Note 11,2020,22377,775
Samsung,Galaxy A52,2020,52649,7719
Vivo,Vivo V21,2019,14915,169
Apple,iPhone 11,2024,117887,80914
Oppo,Oppo F21,2019,7824,3177
Nokia,Nokia 5.4,2022,108876,30948
Apple,iPhone 13,2023,104759,44232
Apple,iPhone 11,2022,96163,27796
OnePlus,OnePlus 10R,2021,10180,936
Apple,iPhone 13,2023,113637,51169
Nokia,Nokia G20,2021,76268,14696
Realme,Realme 8,2019,58751,3728
Oppo,Oppo F19,2021,18259,1728
Oppo,Oppo F19,2019,52399,4688
Motorola,Moto G71,2018,105099,6418
Motorola,Moto E40,2020,105335,17260
Xiaomi,Mi 10,2019,29254,1339
Motorola,Moto G71,2023,9681,4534
Samsung,Galaxy A52,2024,53424,35124
OnePlus,OnePlus 8,2019,32638,766
Nokia,Nokia 7.2,2018,79858,4598
Samsung,Galaxy A52,2021,129342,24069
Realme,Realme GT,2024,31031,22931
Realme,Realme GT,2021,100536,18823
Apple,iPhone 12,2021,49683,10545
OnePlus,OnePlus Nord,2018,124212,4860
Nokia,Nokia 6.2,2018,86028,4835
Motorola,Moto G71,2018,101827,7214
Vivo,Vivo V20,2023,70367,32932
Oppo,Oppo A53,2024,11977,7265
Xiaomi,Mi 10,2022,92574,26210
Vivo,Vivo X60,2018,125035,8416
Oppo,Oppo Reno 6,2021,54637,8409
Oppo,Oppo Reno 6,2019,14583,1834
OnePlus,OnePlus 8,2020,105814,14862
Nokia,Nokia G20,2021,12510,4613
Apple,iPhone 14,2023,23732,9597
Realme,Realme Narzo 50,2022,84999,23974
Apple,iPhone 13,2023,121910,54723
Samsung,Galaxy S22,2018,76811,1829
Oppo,Oppo F21,2024,96576,65249
Apple,iPhone 14,2024,22203,12703
Nokia,Nokia G20,2022,98132,30104
Apple,iPhone 13,2024,9755,5253
Apple,iPhone 14,2022,108490,31604
Xiaomi,Redmi Note 11,2021,117617,24385
Vivo,Vivo X60,2024,119241,80935
Apple,iPhone 12,2018,64043,4990
Samsung,Galaxy A52,2021,55490,11839
Vivo,Vivo X60,2019,121196,10445
OnePlus,OnePlus Nord,2021,17884,1590
Realme,Realme 8,2020,68416,9991
Apple,iPhone 13,2021,77624,17678
Motorola,Moto G71,2024,44922,27180
Apple,iPhone 14,2019,100973,11821
Nokia,Nokia G20,2020,62598,8950
OnePlus,OnePlus 8,2022,93882,26466
OnePlus,OnePlus 9,2021,76795,16650
Motorola,Moto G60,2024,60270,39555
Apple,iPhone 11,2019,29372,539
Realme,Realme GT,2020,50923,5910
OnePlus,OnePlus 8,2020,58075,8484
OnePlus,OnePlus 10R,2018,99896,7961
Oppo,Oppo F21,2020,66796,9127
Samsung,Galaxy S21,2021,82467,17377
Nokia,Nokia G20,2022,128258,41700
Realme,Realme 9,2023,80065,38060
Samsung,Galaxy S22,2022,94674,29061
OnePlus,OnePlus 8,2021,52123,12039
Xiaomi,Redmi Note 11,2023,70147,28602
Oppo,Oppo F19,2021,28313,3616
Vivo,Vivo V21,2023,55254,24908
Oppo,Oppo Reno 6,2020,39164,7283
Samsung,Galaxy S21,2024,11366,7918
Nokia,Nokia 5.4,2018,106763,5530
Apple,iPhone 13,2022,120431,37373
Samsung,Galaxy S20,2022,27592,5424
Nokia,Nokia 6.2,2024,24667,15331
Oppo,Oppo F21,2022,39690,13417
Apple,iPhone 13,2022,124359,39356
Xiaomi,Redmi Note 11,2022,118902,37305
Oppo,Oppo F21,2021,55695,11969
Motorola,Moto G60,2018,43037,-125
Motorola,Moto E40,2019,101476,8664
Realme,Realme 9,2022,105737,30749
Samsung,Galaxy S22,2021,27763,7535
Nokia,Nokia G20,2021,66035,16212
Nokia,Nokia 7.2,2020,69481,11083
Samsung,Galaxy S22,2018,35310,1838
Nokia,Nokia 5.4,2021,78231,13140
Apple,iPhone 13,2022,21219,8792
Motorola,Moto G71,2023,47604,22151
Samsung,Galaxy S20,2024,27016,15798
Samsung,Galaxy S20,2018,103326,6271
Samsung,Galaxy S21,2024,60995,42721
Vivo,Vivo Y20,2021,49740,9311
Motorola,Moto G71,2019,35131,5593
Vivo,Vivo V21,2023,42577,21406
Oppo,Oppo F19,2020,15473,4405
Realme,Realme 8,2022,40195,10874
Nokia,Nokia 7.2,2021,24762,4572
Motorola,Moto G71,2020,20931,3339
Apple,iPhone 11,2023,88590,38595
Motorola,Moto Edge 20,2023,11666,5377
Vivo,Vivo X60,2023,8255,2587
OnePlus,OnePlus 10R,2023,112608,51752
Nokia,Nokia 7.2,2021,124785,25125
Vivo,Vivo X60,2024,58920,38668
Oppo,Oppo F21,2023,98261,46110
Samsung,Galaxy S20,2018,11903,3411
Nokia,Nokia 7.2,2022,101173,29676
OnePlus,OnePlus 8,2022,77870,23353
Samsung,Galaxy S20,2024,24870,16794
Nokia,Nokia 6.2,2021,52760,9663
OnePlus,OnePlus Nord,2018,83710,5152
Xiaomi,Mi 10,2019,7892,2930
OnePlus,OnePlus 10R,2023,52645,25004
Vivo,Vivo Y20,2022,57279,15599
Nokia,Nokia 5.4,2023,103212,45769
Samsung,Galaxy S20,2021,22667,4227
Motorola,Moto E40,2019,102157,9345
Oppo,Oppo A53,2019,27175,-498
OnePlus,OnePlus 10R,2024,115903,80602
Xiaomi,Mi 11X,2020,44258,7972
Vivo,Vivo Y20,2023,113381,53287
OnePlus,OnePlus 9,2019,62183,2942
Motorola,Moto G71,2018,75109,3554
Vivo,Vivo Y20,2020,98013,11756
Motorola,Moto G71,2019,119462,8752
Xiaomi,Redmi Note 11,2022,23942,4800
OnePlus,OnePlus Nord,2024,53032,37042
Nokia,Nokia 7.2,2018,85580,4364
Realme,Realme 8,2019,71975,5914
Xiaomi,Mi 11X,2018,38050,2195
Nokia,Nokia 5.4,2018,55300,595
Realme,Realme 9,2018,14707,34
Motorola,Moto Edge 20,2023,38065,19465
Oppo,Oppo Reno 6,2024,103418,71108
Samsung,Galaxy S20,2019,17757,498
Motorola,Moto E40,2019,78016,6470
Realme,Realme Narzo 50,2018,92495,3809
Realme,Realme GT,2022,39941,11324
Realme,Realme GT,2018,125922,10158
Nokia,Nokia 5.4,2023,76322,35527
OnePlus,OnePlus 8,2023,80038,35922
Realme,Realme 9,2022,117395,35719
Nokia,Nokia 6.2,2024,57735,37183
Samsung,Galaxy S22,2018,18373,-310
Realme,Realme Narzo 50,2020,102151,13122
Xiaomi,Mi 11X,2020,70620,8540
Oppo,Oppo F19,2022,77004,21645
OnePlus,OnePlus Nord,2019,66524,4522
Vivo,Vivo V21,2020,74602,9392
Vivo,Vivo V21,2024,32187,21024
Samsung,Galaxy S21,2024,46582,33622
Vivo,Vivo V20,2022,122076,34145
Samsung,Galaxy S20,2019,105959,12572
Xiaomi,Mi 10,2020,51247,7493
Motorola,Moto E40,2021,57536,12623
Vivo,Vivo X60,2021,13343,2923
Nokia,Nokia G20,2020,35602,5136
Motorola,Moto E40,2023,61734,25747
Apple,iPhone 11,2021,96305,19634
Vivo,Vivo X60,2021,129990,28313
Motorola,Moto E40,2019,67523,5640
Oppo,Oppo Reno 6,2022,18306,6449
Xiaomi,Mi 10,2019,76834,7913
Realme,Realme Narzo 50,2020,13787,-776
Realme,Realme GT,2020,84170,11322
OnePlus,OnePlus Nord,2023,64619,30756
Motorola,Moto E40,2023,66672,31131
Realme,Realme 8,2023,92494,43973
Nokia,Nokia 6.2,2024,53752,36496
Apple,iPhone 14,2024,100295,65483
Motorola,Moto G60,2024,116334,76537
Realme,Realme 9,2021,22328,6226
Vivo,Vivo X60,2018,49360,3498
OnePlus,OnePlus Nord,2022,72547,19661
OnePlus,OnePlus 8,2022,100140,27773
Realme,Realme 9,2019,128112,14127
Motorola,Moto G71,2019,108210,10139
Nokia,Nokia 6.2,2020,55245,6250
Vivo,Vivo V20,2024,48086,31527
Vivo,Vivo V21,2020,63903,9920
Xiaomi,Redmi Note 10,2024,81235,55596
Nokia,Nokia 5.4,2018,98969,3133
Motorola,Moto G71,2022,64761,21381
OnePlus,OnePlus 10R,2018,66573,2221
Nokia,Nokia 6.2,2020,44495,6658
Xiaomi,Redmi Note 11,2023,48668,22419
Xiaomi,Mi 11X,2022,102109,27952
Xiaomi,Mi 11X,2023,105255,46234
Xiaomi,Mi 10,2024,119116,80226
Oppo,Oppo Reno 6,2018,45896,1026
Apple,iPhone 14,2019,47902,2109
Motorola,Moto G71,2022,61274,20925
Oppo,Oppo F21,2023,81671,37786
Samsung,Galaxy S20,2020,88236,9593
Vivo,Vivo Y20,2024,84354,59082
Vivo,Vivo V21,2018,102584,7069
Motorola,Moto E40,2018,97538,6329
Realme,Realme 8,2021,54861,13869
Apple,iPhone 14,2023,62452,30728
Realme,Realme 9,2021,88566,16799
Motorola,Moto E40,2020,102395,12213
Vivo,Vivo Y20,2022,115744,36579
Motorola,Moto Edge 20,2023,15273,5787
Samsung,Galaxy S22,2019,118046,13410
Apple,iPhone 11,2023,19015,9331
Nokia,Nokia G20,2021,10442,3752
Xiaomi,Mi 10,2019,93035,6894
Realme,Realme GT,2024,51848,35111
Apple,iPhone 12,2024,24697,15874
Oppo,Oppo Reno 6,2020,70045,7662
Nokia,Nokia 7.2,2021,124019,25030
Motorola,Moto G71,2024,11084,8220
Samsung,Galaxy S21,2019,20835,4442
Realme,Realme 9,2021,81868,18605
Realme,Realme 8,2019,107292,7627
Motorola,Moto G71,2019,97449,8511
Apple,iPhone 11,2021,92156,19306
Motorola,Moto G60,2024,83111,57833
Vivo,Vivo Y20,2021,94244,18570
Motorola,Moto G71,2023,70680,34321
Samsung,Galaxy A52,2022,78875,22091
OnePlus,OnePlus Nord,2020,99288,14832
Motorola,Moto G71,2023,66727,30279
Xiaomi,Redmi Note 10,2018,8865,1636
Samsung,Galaxy S20,2019,116705,12350
Nokia,Nokia 6.2,2018,24746,313
Xiaomi,Mi 11X,2024,39019,27655
OnePlus,OnePlus 9,2024,82776,54049
Nokia,Nokia 7.2,2020,115659,14068
Vivo,Vivo Y20,2020,46493,6191
Oppo,Oppo F19,2024,99703,64981
Oppo,Oppo A53,2024,84216,57268
Realme,Realme 9,2023,29862,13329
Realme,Realme GT,2019,32264,3138
Samsung,Galaxy S21,2023,115547,50422
OnePlus,OnePlus 8,2021,109026,20158
Motorola,Moto G60,2020,76770,10939
Nokia,Nokia G20,2024,96916,63595
Xiaomi,Mi 10,2019,36921,5893
Apple,iPhone 12,2022,13352,1082
OnePlus,OnePlus 10R,2021,120228,26700
Xiaomi,Mi 10,2019,55449,3960
Xiaomi,Mi 10,2020,70998,9705
Apple,iPhone 14,2020,110036,15199
Samsung,Galaxy S21,2021,90820,15804
Oppo,Oppo Reno 6,2020,36398,4136
Oppo,Oppo F21,2021,84343,14388
Oppo,Oppo F21,2024,90598,58907
Motorola,Moto E40,2022,68934,19788
Xiaomi,Mi 10,2021,73014,16688
OnePlus,OnePlus 10R,2020,19386,3899
OnePlus,OnePlus 9,2024,55631,34392
Vivo,Vivo X60,2020,20671,638
Apple,iPhone 12,2018,113712,8079
Samsung,Galaxy S22,2018,81946,5814
OnePlus,OnePlus 10R,2023,16046,4988
Vivo,Vivo Y20,2021,15824,5443
Motorola,Moto E40,2018,81827,6741
Vivo,Vivo X60,2021,50811,10930
Xiaomi,Mi 11X,2024,11831,5322
Apple,iPhone 13,2019,60038,5964
Realme,Realme Narzo 50,2020,107281,12798
OnePlus,OnePlus 10R,2019,78161,7563
Samsung,Galaxy A52,2022,46633,13842
Motorola,Moto E40,2024,46925,29878
Motorola,Moto Edge 20,2023,31170,16321
Motorola,Moto E40,2022,34195,10837
Vivo,Vivo Y20,2023,80732,37568
Realme,Realme 9,2018,102599,4407
Samsung,Galaxy S21,2020,39065,6284
Motorola,Moto E40,2024,32057,20516
Nokia,Nokia 6.2,2019,17930,1675
Realme,Realme Narzo 50,2018,123050,6718
Motorola,Moto Edge 20,2023,123261,58467
Xiaomi,Redmi Note 10,2020,12757,-169
Motorola,Moto E40,2018,11963,-2042
OnePlus,OnePlus 10R,2024,21412,17036
Apple,iPhone 14,2018,127533,7631
OnePlus,OnePlus Nord,2022,70425,22602
OnePlus,OnePlus 10R,2021,8080,-1211
Apple,iPhone 11,2022,122050,39351
Apple,iPhone 14,2019,81539,9486
Apple,iPhone 11,2018,49883,5000
Nokia,Nokia 7.2,2023,8640,1773
Realme,Realme 9,2019,40191,3629
Realme,Realme Narzo 50,2018,69018,1621
Samsung,Galaxy S22,2020,56630,5315
Realme,Realme GT,2018,30634,2708
Vivo,Vivo X60,2022,47451,16709
OnePlus,OnePlus Nord,2018,18148,2101
Oppo,Oppo Reno 6,2021,65420,12273
Xiaomi,Mi 10,2024,80267,56806
Realme,Realme Narzo 50,2019,10801,2867
Vivo,Vivo X60,2023,52994,23111
OnePlus,OnePlus 8,2023,50295,24791
Xiaomi,Mi 11X,2018,53923,2040
Xiaomi,Mi 11X,2019,12372,-1506
Motorola,Moto G71,2023,36943,19556
OnePlus,OnePlus 9,2019,12323,1234
Vivo,Vivo X60,2023,91052,43753
Apple,iPhone 14,2021,106283,19617
Xiaomi,Mi 11X,2022,8372,84
Realme,Realme 9,2021,87486,15984
Nokia,Nokia 7.2,2023,80243,33461
OnePlus,OnePlus 10R,2021,36169,7409
Nokia,Nokia 7.2,2023,59676,25416
OnePlus,OnePlus 10R,2021,109910,22629
OnePlus,OnePlus 8,2022,61965,20875
