Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Vivo,Vivo V21,2018,104000,8280
Realme,Realme 8,2022,117935,37315
Motorola,Moto Edge 20,2024,101230,69933
Motorola,Moto E40,2019,115877,11481
Realme,Realme GT,2022,37063,12420
Vivo,Vivo V20,2020,20152,3111
Samsung,Galaxy S22,2021,45535,7095
Realme,Realme 9,2021,34081,6365
Vivo,Vivo V21,2024,18712,14667
Vivo,Vivo V20,2022,46363,15899
Realme,Realme Narzo 50,2024,28621,17168
Oppo,Oppo Reno 6,2020,23649,2170
Vivo,Vivo X60,2023,105552,47565
Apple,iPhone 13,2019,56754,3203
Nokia,Nokia 7.2,2023,125826,56959
Motorola,Moto G71,2022,62743,19606
Vivo,Vivo V20,2022,48680,14935
Vivo,Vivo Y20,2018,65591,3204
Samsung,Galaxy A52,2021,20882,3566
Realme,Realme 8,2023,20244,8999
Nokia,Nokia G20,2020,60299,9286
Oppo,Oppo A53,2022,102069,28232
OnePlus,OnePlus 10R,2018,38812,3028
Motorola,Moto G60,2023,106597,48031
Apple,iPhone 11,2024,60922,41858
Motorola,Moto Edge 20,2021,19138,6742
Realme,Realme Narzo 50,2022,78923,26683
Oppo,Oppo F21,2019,48916,6218
Xiaomi,Redmi Note 10,2022,62809,16079
Apple,iPhone 12,2018,116059,6130
Realme,Realme 8,2018,34868,4286
Realme,Realme 9,2022,36080,13816
Nokia,Nokia G20,2018,72424,4887
Nokia,Nokia 5.4,2019,64587,6301
Vivo,Vivo V21,2022,112032,33170
Nokia,Nokia 5.4,2020,117553,14691
Realme,Realme GT,2018,81146,3392
Oppo,Oppo A53,2024,41576,26013
Samsung,Galaxy S21,2021,76299,14606
Xiaomi,Redmi Note 10,2018,129765,8210
Xiaomi,Redmi Note 10,2020,14803,781
OnePlus,OnePlus 10R,2023,8878,3016
Oppo,Oppo F21,2024,69008,46818
Motorola,Moto Edge 20,2023,9792,4727
Nokia,Nokia G20,2024,113034,73606
Oppo,Oppo F19,2023,102974,47448
Vivo,Vivo X60,2023,53192,23153
Nokia,Nokia 5.4,2022,80773,24846
Samsung,Galaxy S21,2019,11326,323
Motorola,Moto Edge 20,2024,68155,46413
Realme,Realme GT,2021,86045,14480
Oppo,Oppo F21,2020,53308,7207
OnePlus,OnePlus 10R,2024,18195,10916
Samsung,Galaxy S21,2022,67979,21493
OnePlus,OnePlus 8,2023,21095,8777
Xiaomi,Redmi Note 10,2018,89586,3513
Vivo,Vivo V21,2023,62543,28388
Motorola,Moto E40,2019,106202,9424
Realme,Realme 9,2018,71065,5332
Samsung,Galaxy A52,2021,119182,26490
Vivo,Vivo X60,2020,18890,-378
Xiaomi,Mi 10,2019,16139,1419
Oppo,Oppo F21,2024,119636,81383
Samsung,Galaxy S20,2023,101170,45239
Apple,iPhone 11,2023,114407,54153
Nokia,Nokia 5.4,2018,20236,1419
Apple,iPhone 13,2018,80512,5980
Samsung,Galaxy S21,2022,102803,30749
Xiaomi,Redmi Note 10,2024,27600,16943
OnePlus,OnePlus 10R,2020,66998,7380
Realme,Realme GT,2019,71855,5514
Vivo,Vivo V21,2020,43805,4631
Oppo,Oppo F19,2022,107873,34046
Vivo,Vivo V21,2021,34078,4797
Motorola,Moto E40,2021,61275,11744
Realme,Realme 9,2021,115100,22617
Samsung,Galaxy S21,2020,83506,13541
OnePlus,OnePlus 9,2024,20806,15089
Vivo,Vivo V20,2018,82206,4742
Oppo,Oppo A53,2023,120907,57342
Vivo,Vivo Y20,2022,75934,22899
Oppo,Oppo F21,2023,81883,39766
OnePlus,OnePlus 10R,2019,109393,10806
Nokia,Nokia 5.4,2024,82693,53568
Vivo,Vivo V20,2022,7602,2516
Xiaomi,Redmi Note 11,2024,22202,14829
Nokia,Nokia G20,2019,101827,9727
Nokia,Nokia 6.2,2023,119618,56581
OnePlus,OnePlus Nord,2023,123209,52635
Samsung,Galaxy S21,2021,25481,3402
Oppo,Oppo A53,2019,118312,8349
Realme,Realme GT,2019,61865,3934
Xiaomi,Mi 10,2020,35983,7421
Motorola,Moto G60,2023,81160,35405
Realme,Realme 8,2019,113127,8286
OnePlus,OnePlus 10R,2018,11752,-664
Samsung,Galaxy A52,2018,60467,1453
Samsung,Galaxy S21,2020,62707,11036
Xiaomi,Redmi Note 11,2018,39727,4725
Nokia,Nokia 6.2,2020,9845,4110
Realme,Realme 9,2018,84786,5718
Samsung,Galaxy S22,2021,87777,16983
Vivo,Vivo Y20,2023,78271,33298
Apple,iPhone 11,2021,117641,25750
Apple,iPhone 12,2018,23346,2044
Oppo,Oppo Reno 6,2019,108981,11855
Vivo,Vivo Y20,2023,19521,7113
Vivo,Vivo V20,2018,13018,2417
Apple,iPhone 11,2019,111861,7827
Realme,Realme Narzo 50,2021,104414,22251
Xiaomi,Mi 11X,2021,73256,12803
Apple,iPhone 11,2019,11807,3402
OnePlus,OnePlus 8,2024,25573,17838
Realme,Realme Narzo 50,2022,57949,14822
Oppo,Oppo F19,2020,100438,14426
OnePlus,OnePlus 9,2019,47297,5447
Samsung,Galaxy S21,2019,75631,8323
Motorola,Moto G60,2024,75443,52488
Samsung,Galaxy S21,2023,107183,45531
Motorola,Moto Edge 20,2024,39291,24843
Xiaomi,Mi 10,2020,22523,860
Oppo,Oppo A53,2018,111095,3928
Oppo,Oppo Reno 6,2023,122234,57393
Apple,iPhone 14,2021,43127,5966
Realme,Realme GT,2018,49226,3978
OnePlus,OnePlus 9,2019,37960,4332
Samsung,Galaxy S20,2019,94440,6078
Nokia,Nokia 6.2,2021,32460,5706
Realme,Realme GT,2020,10271,-264
Apple,iPhone 11,2019,121094,9610
Nokia,Nokia 5.4,2020,101730,16416
Vivo,Vivo V21,2022,93396,25839
Realme,Realme 8,2018,101910,6700
Samsung,Galaxy S20,2018,79977,7284
Motorola,Moto G71,2019,99181,8714
Apple,iPhone 11,2023,76978,32022
Samsung,Galaxy S22,2022,61016,15901
Vivo,Vivo X60,2020,67498,11838
Samsung,Galaxy S22,2018,109389,9162
Xiaomi,Mi 11X,2024,119831,81216
Realme,Realme 8,2018,7975,1634
Samsung,Galaxy S21,2018,110238,5146
Oppo,Oppo A53,2023,25021,9393
Nokia,Nokia 6.2,2022,76973,24356
Nokia,Nokia 6.2,2023,107158,49845
Nokia,Nokia 5.4,2021,60995,14488
OnePlus,OnePlus 8,2023,126845,58018
Vivo,Vivo V21,2018,12845,2373
Apple,iPhone 13,2019,52033,4529
Xiaomi,Redmi Note 10,2019,84593,5676
Oppo,Oppo F19,2021,129631,29095
Oppo,Oppo F19,2018,119942,7810
Oppo,Oppo Reno 6,2022,15195,4935
Samsung,Galaxy S20,2024,34379,20427
Nokia,Nokia 7.2,2018,75482,2978
Oppo,Oppo F19,2021,114908,22462
Realme,Realme Narzo 50,2023,9439,6938
Xiaomi,Mi 10,2019,60297,3670
Apple,iPhone 11,2019,23829,401
Oppo,Oppo F19,2022,64564,18044
Oppo,Oppo Reno 6,2022,9355,2585
Apple,iPhone 14,2024,59915,42650
Samsung,Galaxy S21,2020,65791,7646
Vivo,Vivo X60,2023,47763,22770
Vivo,Vivo V20,2020,9859,451
Realme,Realme GT,2020,9799,4313
Vivo,Vivo X60,2021,84754,17165
Xiaomi,Mi 10,2022,30940,11126
Oppo,Oppo F21,2022,35839,13629
OnePlus,OnePlus Nord,2021,102117,23224
Oppo,Oppo F19,2020,25213,810
Nokia,Nokia 5.4,2023,98300,42682
OnePlus,OnePlus 8,2019,75950,8560
Realme,Realme Narzo 50,2023,105113,49310
OnePlus,OnePlus 10R,2018,73104,7415
Vivo,Vivo V21,2018,86713,4975
Apple,iPhone 12,2019,75128,4219
Apple,iPhone 13,2023,63778,29269
Oppo,Oppo Reno 6,2023,104541,46603
Apple,iPhone 14,2022,90359,29146
Xiaomi,Redmi Note 11,2020,97475,12173
Samsung,Galaxy S20,2020,94591,10922
Apple,iPhone 13,2022,102078,32220
Nokia,Nokia 6.2,2024,37041,24111
Realme,Realme GT,2019,72603,7315
Apple,iPhone 11,2023,106786,50335
Oppo,Oppo F21,2018,58599,3314
OnePlus,OnePlus 8,2018,83675,7668
Xiaomi,Redmi Note 10,2019,99772,11366
OnePlus,OnePlus Nord,2018,125159,5147
Nokia,Nokia 5.4,2020,81234,13642
Realme,Realme GT,2021,120251,26771
Apple,iPhone 14,2018,41383,4757
Realme,Realme 9,2020,49737,6895
Oppo,Oppo A53,2019,129222,12274
Realme,Realme 8,2024,73085,46632
Vivo,Vivo V20,2020,39251,3094
Realme,Realme 9,2023,28940,10025
Realme,Realme 9,2021,37994,6229
OnePlus,OnePlus 8,2020,28513,1348
Nokia,Nokia 5.4,2020,110091,16329
Oppo,Oppo F19,2019,123983,12244
Motorola,Moto G71,2018,101540,6039
Vivo,Vivo V21,2024,67758,44234
Oppo,Oppo F21,2023,57542,26722
Xiaomi,Mi 10,2020,73310,9444
OnePlus,OnePlus 9,2023,97085,45992
Apple,iPhone 14,2022,10389,2951
Nokia,Nokia 7.2,2024,76464,51175
Apple,iPhone 14,2022,79793,24924
Oppo,Oppo A53,2023,73777,32219
OnePlus,OnePlus 9,2023,13513,5320
Motorola,Moto Edge 20,2022,79243,22646
Xiaomi,Redmi Note 10,2022,103159,31240
OnePlus,OnePlus 8,2023,15116,7751
OnePlus,OnePlus 9,2022,21445,4390
Apple,iPhone 12,2024,43512,29069
Apple,iPhone 12,2018,72352,3970
Xiaomi,Mi 11X,2019,116624,11846
Vivo,Vivo V20,2021,16105,1332
Motorola,Moto G60,2019,122142,9894
Oppo,Oppo F19,2024,37409,22271
Apple,iPhone 14,2020,21708,5826
Oppo,Oppo Reno 6,2019,14583,1834
Motorola,Moto G71,2018,72252,1921
Motorola,Moto G60,2020,31194,2320
Xiaomi,Redmi Note 10,2023,95239,44937
Realme,Realme 8,2023,121557,56832
Samsung,Galaxy S21,2022,53285,14237
Realme,Realme GT,2019,78511,7003
Xiaomi,Redmi Note 10,2020,113109,15957
Realme,Realme Narzo 50,2023,68736,31792
OnePlus,OnePlus 8,2022,23737,6860
Vivo,Vivo V20,2021,96230,20917
Vivo,Vivo V21,2021,59810,14582
Samsung,Galaxy S20,2022,82627,23429
Motorola,Moto Edge 20,2023,101223,44604
Vivo,Vivo X60,2023,79232,33078
Xiaomi,Redmi Note 10,2020,83451,12797
Nokia,Nokia 7.2,2022,27735,8213
Oppo,Oppo A53,2019,108253,9188
Realme,Realme 9,2021,75531,18270
Nokia,Nokia G20,2020,72398,9945
OnePlus,OnePlus Nord,2021,74897,16170
Apple,iPhone 12,2024,62813,39337
Vivo,Vivo X60,2021,109395,21378
Nokia,Nokia 7.2,2022,14399,5390
Samsung,Galaxy S20,2023,21971,10952
Xiaomi,Redmi Note 10,2024,13289,9426
Samsung,Galaxy A52,2019,70728,8297
Xiaomi,Redmi Note 10,2021,128036,22985
Apple,iPhone 11,2018,29500,3936
Vivo,Vivo V20,2024,107920,72628
Oppo,Oppo A53,2018,62368,5103
Oppo,Oppo Reno 6,2022,9978,5312
Samsung,Galaxy A52,2019,121800,12291
Oppo,Oppo F21,2021,111131,21544
Oppo,Oppo Reno 6,2023,120764,51458
Oppo,Oppo F21,2019,28274,397
Vivo,Vivo V20,2020,76910,10481
Oppo,Oppo A53,2023,119373,54833
Vivo,Vivo V20,2020,25308,4002
Vivo,Vivo V20,2022,121066,35653
Xiaomi,Redmi Note 10,2020,30250,4587
Apple,iPhone 13,2021,107600,22189
OnePlus,OnePlus Nord,2020,91752,14976
Xiaomi,Mi 10,2019,39285,833
Nokia,Nokia 6.2,2020,45770,8105
Realme,Realme 8,2022,57259,16317
Nokia,Nokia G20,2022,14502,5586
OnePlus,OnePlus 8,2024,70904,45123
Oppo,Oppo A53,2024,126135,86713
Apple,iPhone 11,2023,28953,13169
Xiaomi,Mi 10,2019,115188,9943
OnePlus,OnePlus Nord,2018,35319,4535
OnePlus,OnePlus 8,2024,60893,38340
Motorola,Moto E40,2024,80685,52075
Xiaomi,Redmi Note 10,2021,73962,15185
Realme,Realme Narzo 50,2019,92052,8867
Realme,Realme Narzo 50,2023,77227,37244
Samsung,Galaxy A52,2019,72702,4871
Xiaomi,Mi 11X,2021,126446,25217
Apple,iPhone 11,2024,98775,64428
Xiaomi,Mi 10,2018,78814,6825
Motorola,Moto Edge 20,2019,25384,5098
OnePlus,OnePlus 10R,2021,53365,13192
Nokia,Nokia 5.4,2023,44105,18863
OnePlus,OnePlus Nord,2021,91239,17278
Apple,iPhone 12,2023,52828,22577
Vivo,Vivo Y20,2021,10337,3004
Oppo,Oppo A53,2024,29624,17283
OnePlus,OnePlus 8,2024,108475,73867
Apple,iPhone 12,2020,61289,11110
Xiaomi,Redmi Note 11,2021,37850,10455
Realme,Realme 9,2023,15923,7833
Motorola,Moto E40,2022,58958,16043
OnePlus,OnePlus Nord,2019,28389,215
Oppo,Oppo F19,2020,51244,8395
Motorola,Moto G71,2023,65096,31721
Xiaomi,Mi 11X,2018,31652,4535
Realme,Realme Narzo 50,2023,24307,10268
Oppo,Oppo A53,2019,64693,3373
OnePlus,OnePlus 9,2019,18190,1947
OnePlus,OnePlus 10R,2020,108957,16304
Xiaomi,Redmi Note 10,2019,61070,7472
Motorola,Moto G60,2020,117790,14906
Vivo,Vivo Y20,2023,21510,9621
Realme,Realme 8,2020,27413,923
Realme,Realme 9,2021,21888,1819
Oppo,Oppo F19,2018,64635,3608
Vivo,Vivo V21,2021,27131,4207
Oppo,Oppo F21,2022,129231,39998
Nokia,Nokia 5.4,2024,31867,20278
Oppo,Oppo F21,2022,97992,32054
Motorola,Moto Edge 20,2019,29061,4706
Realme,Realme GT,2020,38457,2372
Apple,iPhone 12,2019,28753,-146
OnePlus,OnePlus Nord,2020,32512,2090
Xiaomi,Redmi Note 10,2020,57655,5769
Apple,iPhone 13,2022,121703,37477
OnePlus,OnePlus 8,2020,70003,8698
Xiaomi,Mi 11X,2019,109420,8277
Xiaomi,Redmi Note 10,2021,56054,12902
Nokia,Nokia 6.2,2020,68274,11068
Xiaomi,Redmi Note 11,2019,45531,5202
Xiaomi,Redmi Note 11,2022,36507,13562
Nokia,Nokia 5.4,2020,46549,7298
Realme,Realme 9,2019,59320,5134
Nokia,Nokia 5.4,2019,37379,3371
Nokia,Nokia 7.2,2019,67470,7955
Xiaomi,Redmi Note 11,2024,110472,73935
Apple,iPhone 13,2022,48451,15869
Oppo,Oppo Reno 6,2020,117208,15716
Nokia,Nokia 6.2,2021,59030,11667
Samsung,Galaxy A52,2023,8189,1805
Apple,iPhone 13,2022,33758,10431
Xiaomi,Mi 11X,2020,127811,18052
Nokia,Nokia 6.2,2022,125719,36317
Realme,Realme GT,2022,23116,5642
OnePlus,OnePlus 8,2022,44429,11415
Vivo,Vivo Y20,2018,40178,1244
Vivo,Vivo X60,2022,58333,16859
Apple,iPhone 12,2022,22862,4700
Vivo,Vivo V20,2019,28339,2751
Realme,Realme Narzo 50,2022,29185,10838
Realme,Realme Narzo 50,2021,101406,20142
Realme,Realme 9,2018,75607,1796
Realme,Realme 9,2021,12479,2529
Apple,iPhone 14,2022,61242,16315
Apple,iPhone 13,2023,41088,20111
Xiaomi,Mi 11X,2023,114837,50848
OnePlus,OnePlus 9,2022,98791,29833
Samsung,Galaxy A52,2023,84829,36396
Motorola,Moto Edge 20,2019,75644,6888
OnePlus,OnePlus 10R,2020,116397,13650
Nokia,Nokia 6.2,2020,113153,13143
Oppo,Oppo F21,2022,113873,31382
Nokia,Nokia G20,2018,38408,1592
OnePlus,OnePlus 9,2024,11699,9009
OnePlus,OnePlus 8,2024,81279,51620
Nokia,Nokia 5.4,2021,100928,22586
Realme,Realme 9,2020,78906,12783
Samsung,Galaxy A52,2019,126548,13343
Apple,iPhone 12,2018,33715,2091
Xiaomi,Redmi Note 11,2020,11975,620
Apple,iPhone 14,2022,97744,28739
Nokia,Nokia 5.4,2021,79791,13169
OnePlus,OnePlus Nord,2018,108756,6588
Vivo,Vivo V21,2020,120428,15133
Apple,iPhone 11,2018,66376,6016
Samsung,Galaxy A52,2022,102761,31697
Realme,Realme 9,2020,54168,5973
Oppo,Oppo A53,2024,57614,37542
Samsung,Galaxy S21,2021,102932,19666
OnePlus,OnePlus 8,2021,95668,17375
Oppo,Oppo A53,2018,11539,529
Vivo,Vivo Y20,2024,123009,81750
Vivo,Vivo X60,2023,22518,10818
Vivo,Vivo X60,2020,55527,6729
Xiaomi,Mi 11X,2019,126501,13714
Nokia,Nokia 5.4,2020,56056,5024
Xiaomi,Redmi Note 11,2021,30950,8573
Nokia,Nokia 6.2,2019,96077,10093
Vivo,Vivo V20,2019,73777,5170
OnePlus,OnePlus 8,2019,90339,7183
Apple,iPhone 12,2021,106004,19152
Xiaomi,Mi 10,2019,44414,5447
Realme,Realme 9,2024,89262,62843
Oppo,Oppo A53,2021,36129,4664
Nokia,Nokia G20,2024,43901,31664
Apple,iPhone 13,2022,120003,34389
Vivo,Vivo Y20,2019,72410,3647
Vivo,Vivo Y20,2024,38066,26243
OnePlus,OnePlus Nord,2024,38202,22686
Apple,iPhone 11,2023,118415,55250
Motorola,Moto G71,2021,128860,26834
Xiaomi,Mi 11X,2023,61267,28976
Apple,iPhone 14,2024,123546,81337
Vivo,Vivo Y20,2021,89095,19629
Apple,iPhone 11,2022,30726,7441
OnePlus,OnePlus 8,2022,87577,23878
Oppo,Oppo F21,2023,27293,12187
Oppo,Oppo Reno 6,2023,19819,6933
Realme,Realme GT,2021,11173,2209
Realme,Realme 8,2018,35269,158
Motorola,Moto G60,2019,61366,7605
Xiaomi,Mi 11X,2020,111234,12821
Motorola,Moto E40,2022,45750,11855
Vivo,Vivo Y20,2023,116808,52873
Realme,Realme Narzo 50,2021,21618,6754
Samsung,Galaxy S22,2023,58742,26799
Xiaomi,Mi 11X,2022,69511,21325
Motorola,Moto G71,2020,38120,6944
OnePlus,OnePlus 8,2023,18720,10514
OnePlus,OnePlus Nord,2018,54049,5190
OnePlus,OnePlus 8,2021,12262,5172
Apple,iPhone 12,2018,24619,-325
OnePlus,OnePlus 8,2020,117403,16989
Apple,iPhone 13,2024,81283,55812
Oppo,Oppo A53,2019,57612,5652
Motorola,Moto Edge 20,2022,50378,17949
Samsung,Galaxy S20,2024,45178,31190
Nokia,Nokia G20,2024,74462,47817
Samsung,Galaxy S20,2024,82192,54520
Motorola,Moto G60,2019,99014,9237
Vivo,Vivo X60,2022,84660,22890
Xiaomi,Mi 10,2024,100260,69800
Realme,Realme 8,2018,90482,6313
Vivo,Vivo V20,2019,33729,596
Nokia,Nokia 5.4,2018,49325,2972
Oppo,Oppo F21,2023,18083,6704
Motorola,Moto Edge 20,2022,79261,26827
Xiaomi,Redmi Note 10,2022,47495,14373
Samsung,Galaxy S22,2018,47330,731
Nokia,Nokia 5.4,2018,120983,9920
Vivo,Vivo X60,2024,72770,48535
Xiaomi,Mi 11X,2018,61060,5317
Motorola,Moto G71,2023,128794,56851
Vivo,Vivo V21,2024,53577,35917
Realme,Realme Narzo 50,2023,34250,13881
Nokia,Nokia 7.2,2024,121068,82522
Motorola,Moto G71,2019,97825,6131
Xiaomi,Mi 11X,2020,26955,1097
Samsung,Galaxy S22,2023,24824,12225
Motorola,Moto Edge 20,2022,55722,19630
Motorola,Moto G71,2018,113937,9576
Oppo,Oppo A53,2020,106992,16267
Motorola,Moto G71,2024,118530,81176
Xiaomi,Redmi Note 10,2020,97804,10364
Motorola,Moto G71,2019,96727,5900
Xiaomi,Mi 11X,2024,119372,80746
Vivo,Vivo Y20,2019,51590,6427
OnePlus,OnePlus 10R,2024,74906,51912
Xiaomi,Redmi Note 10,2023,63299,27710
OnePlus,OnePlus Nord,2024,105039,69690
Vivo,Vivo V21,2024,88817,57303
Samsung,Galaxy A52,2024,80666,52669
Oppo,Oppo F19,2024,41843,28401
Realme,Realme Narzo 50,2024,19621,11455
Oppo,Oppo F19,2020,58912,7377
Samsung,Galaxy S22,2023,101360,47480
Realme,Realme Narzo 50,2020,75157,10212
Xiaomi,Mi 11X,2019,68034,8438
Nokia,Nokia 5.4,2021,62648,12822
Apple,iPhone 13,2021,95549,18134
Nokia,Nokia 6.2,2019,121978,13617
Realme,Realme 8,2021,7109,243
Nokia,Nokia 5.4,2019,69192,5022
Samsung,Galaxy S20,2020,94428,12571
Realme,Realme GT,2023,45170,21186
Motorola,Moto Edge 20,2020,64420,9107
Xiaomi,Mi 11X,2021,13202,4372
Samsung,Galaxy S21,2018,101957,6717
Vivo,Vivo V21,2021,86616,18912
Oppo,Oppo F21,2023,66842,29195
Vivo,Vivo V20,2022,35686,12395
Realme,Realme GT,2020,123277,13839
OnePlus,OnePlus 9,2022,25925,5457
Apple,iPhone 11,2021,77628,15493
Nokia,Nokia 6.2,2018,44396,1863
Vivo,Vivo V21,2021,96073,21869
Nokia,Nokia G20,2023,12399,4947
Oppo,Oppo F21,2023,16387,8494
Apple,iPhone 11,2023,92389,39852
Samsung,Galaxy S20,2024,16051,8056
Oppo,Oppo Reno 6,2020,110261,14920
OnePlus,OnePlus 9,2024,52056,37309
OnePlus,OnePlus 8,2021,76469,15942
Vivo,Vivo V20,2019,95747,7327
Apple,iPhone 14,2020,21996,1992
Oppo,Oppo F21,2021,45541,8439
OnePlus,OnePlus 8,2018,75759,1789
Samsung,Galaxy S20,2023,61672,29607
Nokia,Nokia G20,2022,82270,27156
Motorola,Moto E40,2020,104170,13482
Realme,Realme GT,2022,48037,12773
Oppo,Oppo A53,2023,55184,27323
Nokia,Nokia 7.2,2020,42649,3170
Apple,iPhone 14,2018,124899,6823
Realme,Realme GT,2021,106928,19489
Realme,Realme GT,2022,81005,27029
Realme,Realme Narzo 50,2022,75867,25297
Apple,iPhone 12,2020,34750,6763
Oppo,Oppo A53,2023,121556,56715
Realme,Realme GT,2023,77132,35624
Realme,Realme 8,2019,75646,9716
Realme,Realme 8,2021,127474,23848
OnePlus,OnePlus Nord,2020,58357,5993
Samsung,Galaxy S20,2023,109775,47047
Xiaomi,Redmi Note 11,2022,7550,817
Xiaomi,Redmi Note 10,2018,64772,1814
Motorola,Moto G60,2024,49525,32357
Vivo,Vivo V21,2022,103900,29857
Xiaomi,Mi 10,2021,41091,6966
OnePlus,OnePlus 10R,2022,17521,2456
Nokia,Nokia 7.2,2022,40511,11937
Oppo,Oppo F19,2023,84794,40307
Realme,Realme GT,2019,96692,7271
Vivo,Vivo X60,2018,71589,2477
OnePlus,OnePlus 8,2019,112720,7976
Motorola,Moto E40,2021,45250,11392
Vivo,Vivo V21,2020,94021,11061
Nokia,Nokia G20,2021,90384,17098
Samsung,Galaxy S20,2023,62896,28992
OnePlus,OnePlus Nord,2023,48150,20317
Xiaomi,Mi 10,2023,72541,32435
Samsung,Galaxy A52,2023,24265,10548
Apple,iPhone 13,2020,20462,5590
Vivo,Vivo X60,2023,112538,53142
Oppo,Oppo Reno 6,2020,101815,12633
Xiaomi,Redmi Note 10,2022,28131,8074
Vivo,Vivo Y20,2020,89810,10297
Nokia,Nokia 5.4,2018,27672,3527
Apple,iPhone 11,2019,91329,6566
Motorola,Moto G60,2022,106495,32081
OnePlus,OnePlus 10R,2024,9600,7575
Xiaomi,Redmi Note 11,2019,53970,4361
Motorola,Moto Edge 20,2019,106261,6810
Realme,Realme Narzo 50,2022,28317,5765
Vivo,Vivo X60,2023,125019,53288
Nokia,Nokia 6.2,2022,124597,39279
Realme,Realme 9,2022,7889,2679
Apple,iPhone 11,2024,70955,45898
Samsung,Galaxy S22,2022,84298,23078
Oppo,Oppo F21,2020,99205,11625
Nokia,Nokia 5.4,2021,84102,18080
Oppo,Oppo Reno 6,2024,9419,6160
Nokia,Nokia 5.4,2020,77587,13057
Oppo,Oppo F21,2023,71874,33210
Motorola,Moto G71,2020,96016,13988
Oppo,Oppo F19,2021,68037,12759
Apple,iPhone 12,2023,108635,47423
Nokia,Nokia 6.2,2018,7200,-471
Samsung,Galaxy S20,2023,98666,45589
Samsung,Galaxy S22,2021,16019,3728
Xiaomi,Redmi Note 10,2018,56203,5244
Samsung,Galaxy S21,2021,113796,23462
OnePlus,OnePlus 8,2021,89479,16578
Realme,Realme 9,2022,12731,4321
Apple,iPhone 13,2022,32790,7686
OnePlus,OnePlus 10R,2024,20930,15563
Xiaomi,Mi 10,2022,119430,36233
Vivo,Vivo V20,2020,62160,8574
Motorola,Moto E40,2021,113104,23304
Xiaomi,Mi 10,2021,86143,15815
Oppo,Oppo F19,2024,41336,28266
Nokia,Nokia 7.2,2024,17167,9050
Samsung,Galaxy S20,2018,45273,-218
Motorola,Moto Edge 20,2022,67144,23078
Nokia,Nokia G20,2020,52739,10154
Xiaomi,Mi 10,2020,51235,8709
Samsung,Galaxy S20,2019,83263,7865
Motorola,Moto G60,2022,110588,31939
Xiaomi,Mi 10,2021,120950,26712
Nokia,Nokia G20,2022,17694,8037
OnePlus,OnePlus 10R,2019,50109,2579
Apple,iPhone 11,2022,95638,30626
Apple,iPhone 12,2019,104653,7747
Samsung,Galaxy S20,2021,115638,22465
Xiaomi,Redmi Note 10,2022,121721,37521
Apple,iPhone 13,2018,85097,5357
Samsung,Galaxy S20,2020,72429,12291
Xiaomi,Redmi Note 11,2018,61930,5944
OnePlus,OnePlus 10R,2018,90607,4345
OnePlus,OnePlus 9,2024,106228,71129
Vivo,Vivo V20,2020,27447,4693
Oppo,Oppo F19,2021,75805,13425
Motorola,Moto G71,2023,46587,23901
Apple,iPhone 14,2018,75878,7022
Motorola,Moto Edge 20,2024,129670,88258
Samsung,Galaxy A52,2023,62717,27572
Oppo,Oppo Reno 6,2023,102089,46683
Xiaomi,Redmi Note 10,2023,20676,9141
Vivo,Vivo Y20,2020,106405,14144
Apple,iPhone 14,2018,71567,6965
Oppo,Oppo F21,2020,28964,6607
Realme,Realme 8,2022,56392,14353
Vivo,Vivo V21,2022,103498,28583
Apple,iPhone 13,2021,57123,13023
Motorola,Moto G71,2022,73969,21135
Motorola,Moto Edge 20,2024,111039,76070
Nokia,Nokia G20,2019,29704,3018
Xiaomi,Mi 11X,2023,28112,13403
OnePlus,OnePlus 10R,2018,42763,2453
Samsung,Galaxy S21,2024,129024,85051
Motorola,Moto Edge 20,2019,80259,4808
Apple,iPhone 12,2018,128320,10007
Oppo,Oppo Reno 6,2023,56161,27024
Vivo,Vivo X60,2023,125339,56073
Vivo,Vivo V21,2019,46315,3327
Xiaomi,Redmi Note 11,2024,126880,83365
Nokia,Nokia 5.4,2023,56866,26536
Oppo,Oppo Reno 6,2024,78507,52478
Nokia,Nokia 7.2,2020,44242,8622
OnePlus,OnePlus 9,2024,49844,36392
Oppo,Oppo A53,2023,47460,23024
Vivo,Vivo Y20,2024,27422,19890
Vivo,Vivo V21,2023,54257,26662
Vivo,Vivo Y20,2021,20490,1195
Motorola,Moto G71,2021,66361,11481
Nokia,Nokia 6.2,2023,17308,7863
Nokia,Nokia G20,2021,110920,21373
Vivo,Vivo V21,2018,21140,3079
Realme,Realme GT,2023,44493,21841
Realme,Realme Narzo 50,2024,80570,53852
Samsung,Galaxy S22,2019,100419,7543
Realme,Realme 8,2020,70705,10422
Vivo,Vivo X60,2018,39566,332
Vivo,Vivo X60,2024,121017,83109
Nokia,Nokia G20,2022,74334,23110
Oppo,Oppo F19,2020,10907,784
Oppo,Oppo F19,2022,47551,16888
OnePlus,OnePlus 9,2024,111814,76918
Nokia,Nokia G20,2021,82194,19139
Motorola,Moto G60,2024,73295,50323
Samsung,Galaxy S20,2021,107552,24691
Vivo,Vivo V20,2021,59202,13803
Nokia,Nokia 7.2,2019,25826,4185
Xiaomi,Mi 10,2018,104638,7947
Apple,iPhone 13,2022,47669,12289
Vivo,Vivo Y20,2024,53572,38630
Motorola,Moto E40,2022,43492,16091
